username,timestamp,original_content,cleaned_content,likes,retweets,replies,total_engagement,engagement_score,mentions,hashtags,url,mentions_buy_terms,mentions_sell_terms,mentions_bullish_terms,mentions_bearish_terms,sentiment_indicator
NiftyNerve,2025-11-21T05:37:00.000Z,"Small accounts can grow steadily with disciplined trades and proper risk management.

Learn how to do it the right way at Nifty Nerve.
 
t.me/NiftyNerve

#Nifty #Sensex #Nifty50 #StockMarket #NiftyAnalysis #PriceAction #BankNifty #MarketUpdates #NiftyCharts #NiftyTrading",Small accounts can grow steadily with disciplined trades and proper risk management. Learn how to do it the right way at Nifty Nerve. t.me/NiftyNerve #Nifty #Sensex #Nifty50 #StockMarket #NiftyAnalysis #PriceAction #BankNifty #MarketUpdates #NiftyCharts #NiftyTrading,0.0,0.0,0.0,0,0.0,[],"['Nifty', 'Sensex', 'Nifty50', 'StockMarket', 'NiftyAnalysis', 'PriceAction', 'BankNifty', 'MarketUpdates', 'NiftyCharts', 'NiftyTrading']",https://x.com/NiftyNerve/status/1991742621190959388,0,0,0,0,0
8290406055Aman,2025-11-21T05:35:41.000Z,"Exited half.
Major reversal possible 
So just managing risk
#Nifty
#Nifty50",Exited half. Major reversal possible So just managing risk #Nifty #Nifty50,0.0,0.0,0.0,0,0.0,[],"['Nifty', 'Nifty50']",https://x.com/8290406055Aman/status/1991742290239627406,0,0,0,0,0
LightningBullz,2025-11-21T05:34:15.000Z,"New Equity ATH today!

Booked +₹29,250 in Nifty50 option selling.

Clean structure → clean execution.

Will share verified EOD.

Done for the day. 

Date: 21 NOV 2025

 Full journal: 
youtube.com/live/EvSFMAIuJ
…

#OptionSelling #Nifty50 #TradingJournal #LightningBullz","New Equity ATH today! Booked +29,250 in Nifty50 option selling. Clean structure  clean execution. Will share verified EOD. Done for the day. Date: 21 NOV 2025 Full journal: youtube.com/live/EvSFMAIuJ ... #OptionSelling #Nifty50 #TradingJournal #LightningBullz",0.0,0.0,0.0,0,0.0,[],"['OptionSelling', 'Nifty50', 'TradingJournal', 'LightningBullz']",https://x.com/LightningBullz/status/1991741928422158597,0,1,1,0,0
Mragakshi2001,2025-11-21T05:34:10.000Z,"#INDIGO 30 Dec 5800 CALL PRICE 173-176 TGT 190-195 SL BELOW 155
Disclaimer: This is for educational purpose
Follow and DM for more updates #Nifty50 #Optionselling #optionbuying #optionstrading #StockMarket #stockmarketsindia #TrumpTariffs #PreciousMetals #Silver",#INDIGO 30 Dec 5800 CALL PRICE 173-176 TGT 190-195 SL BELOW 155 Disclaimer: This is for educational purpose Follow and DM for more updates #Nifty50 #Optionselling #optionbuying #optionstrading #StockMarket #stockmarketsindia #TrumpTariffs #PreciousMetals #Silver,0.0,1.0,0.0,1,2.0,[],"['INDIGO', 'Nifty50', 'Optionselling', 'optionbuying', 'optionstrading', 'StockMarket', 'stockmarketsindia', 'TrumpTariffs', 'PreciousMetals', 'Silver']",https://x.com/Mragakshi2001/status/1991741907438039160,1,1,0,0,0
NiFTY_Trend_19,2025-11-21T05:31:58.000Z,#Nifty #Nifty50,#Nifty #Nifty50,0.0,0.0,0.0,0,0.0,[],"['Nifty', 'Nifty50']",https://x.com/NiFTY_Trend_19/status/1991741356793008450,0,0,0,0,0
charting_study1,2025-11-21T05:31:45.000Z,"nifty  try to cross day low from bottom means bullish crossing  and  20-50 ema crossover also in 1 min candle

recovery possible 
#Nifty #Nifty50 #StocksToTrade #StocksToWatch #StocksToBuy #BTST #STBT #BreakoutStocks #HighVolumeStocks #MarketRally #IndianMarket #NSE #Bse",nifty try to cross day low from bottom means bullish crossing and 20-50 ema crossover also in 1 min candle recovery possible #Nifty #Nifty50 #StocksToTrade #StocksToWatch #StocksToBuy #BTST #STBT #BreakoutStocks #HighVolumeStocks #MarketRally #IndianMarket #NSE #Bse,1.0,0.0,0.0,1,1.0,[],"['Nifty', 'Nifty50', 'StocksToTrade', 'StocksToWatch', 'StocksToBuy', 'BTST', 'STBT', 'BreakoutStocks', 'HighVolumeStocks', 'MarketRally', 'IndianMarket', 'NSE', 'Bse']",https://x.com/charting_study1/status/1991741300484567181,2,0,3,0,0
BusinessTimesIn,2025-11-21T05:31:44.000Z," Sensex Today | Groww Parent Posts Strong Q2 Beat

$GROWW up 4.9% at ₹164.29 after sharp Q2 earnings jump 

 Net profit: ₹471.3 cr (+24.6% QoQ)
 Revenue: ₹1,018.7 cr (+12.7% QoQ)
 EBITDA: ₹603.3 cr (+25% QoQ)
 Margin: 59.3% vs 53.4% QoQ
#Sensex #Nifty50 #Earnings","Sensex Today | Groww Parent Posts Strong Q2 Beat $GROWW up 4.9% at 164.29 after sharp Q2 earnings jump Net profit: 471.3 cr (+24.6% QoQ) Revenue: 1,018.7 cr (+12.7% QoQ) EBITDA: 603.3 cr (+25% QoQ) Margin: 59.3% vs 53.4% QoQ #Sensex #Nifty50 #Earnings",0.0,0.0,1.0,1,0.5,[],"['Sensex', 'Nifty50', 'Earnings']",https://x.com/BusinessTimesIn/status/1991741298005667979,0,0,0,0,0
sakshiChouhan09,2025-11-21T05:30:52.000Z,"Domestic equity markets opened lower today:
• Nifty 50 down 0.32%
• BSE Sensex down 0.33%

Despite global declines, India is unlikely to see major downturns ahead. 

#StockMarket #Nifty50 #Sensex #ShareMarket #MarketUpdates #IndianEconomy #Investing #Trading #EquityMarket","Domestic equity markets opened lower today:  Nifty 50 down 0.32%  BSE Sensex down 0.33% Despite global declines, India is unlikely to see major downturns ahead. #StockMarket #Nifty50 #Sensex #ShareMarket #MarketUpdates #IndianEconomy #Investing #Trading #EquityMarket",0.0,0.0,0.0,0,0.0,[],"['StockMarket', 'Nifty50', 'Sensex', 'ShareMarket', 'MarketUpdates', 'IndianEconomy', 'Investing', 'Trading', 'EquityMarket']",https://x.com/sakshiChouhan09/status/1991741078312276065,0,0,0,1,0
BusinessTimesIn,2025-11-21T05:30:44.000Z," Sensex Today | IndiGo Board Approves $820M Investment

$INDIGO up 0.14% at ₹5,795 after board clears $820M investment in its IFSC financial services arm 

 Intraday range: ₹5,757 - ₹5,800
 Volumes below 5 - day average
#Sensex #Nifty50 #Aviation #BTMarkets","Sensex Today | IndiGo Board Approves $820M Investment $INDIGO up 0.14% at 5,795 after board clears $820M investment in its IFSC financial services arm Intraday range: 5,757 - 5,800 Volumes below 5 - day average #Sensex #Nifty50 #Aviation #BTMarkets",0.0,0.0,1.0,1,0.5,[],"['Sensex', 'Nifty50', 'Aviation', 'BTMarkets']",https://x.com/BusinessTimesIn/status/1991741043218542846,0,0,0,0,0
sonisunil59,2025-11-21T05:30:43.000Z,"#Nifty50
#marketastrology
#DowJones
Yesterday, there was
Sun 0°Mercury at 14:55 IST. This was very important and after this conjunction all World markets are in red. This phase may continue for at least a week. Stay cautious.","#Nifty50 #marketastrology #DowJones Yesterday, there was Sun 0Mercury at 14:55 IST. This was very important and after this conjunction all World markets are in red. This phase may continue for at least a week. Stay cautious.",0.9692307692307692,0.015384615384615385,0.015384615384615385,65,1.0076923076923077,[],"['Nifty50', 'marketastrology', 'DowJones']",https://x.com/sonisunil59/status/1991741042383810574,0,1,0,0,0
Vikass_chauhan,2025-11-21T05:30:37.000Z,"Kuch samajh nahi aa raha
Nifty Green - Portfolio Red
Nifty Red - Portfolio Deep Red

#Nifty50 #StockMarket",Kuch samajh nahi aa raha Nifty Green - Portfolio Red Nifty Red - Portfolio Deep Red #Nifty50 #StockMarket,0.0,0.0,0.0,0,0.0,[],"['Nifty50', 'StockMarket']",https://x.com/Vikass_chauhan/status/1991741016991478156,1,1,0,0,0
stockhawked,2025-11-21T05:30:00.000Z," Live Market Update at 11:00 IST

 Nifty: 26,085.15 ▼ -0.41%
 Sensex: 85,319.34 ▼ -0.36%

 Top Gainer: Billionbrains Garage ▲ 4.98%
 Top Loser: GE T&D India  ▼ -3.80%

#Nifty50 #Sensex #MarketWatch","Live Market Update at 11:00 IST Nifty: 26,085.15  -0.41% Sensex: 85,319.34  -0.36% Top Gainer: Billionbrains Garage  4.98% Top Loser: GE T&D India  -3.80% #Nifty50 #Sensex #MarketWatch",1.0,0.0,0.0,1,1.0,[],"['Nifty50', 'Sensex', 'MarketWatch']",https://x.com/stockhawked/status/1991740861097377822,0,0,0,0,0
VitalizeOne,2025-11-21T05:29:34.000Z,"Stock Market Update: Nifty 50, Sensex Set for Weak Opening as Global Sell-Off Weighs on Sentiment 
dlvr.it/TPNb1k #StockMarket #Nifty50 #Sensex #MarketUpdate #GlobalMarkets","Stock Market Update: Nifty 50, Sensex Set for Weak Opening as Global Sell-Off Weighs on Sentiment dlvr.it/TPNb1k #StockMarket #Nifty50 #Sensex #MarketUpdate #GlobalMarkets",0.0,0.0,0.0,0,0.0,[],"['StockMarket', 'Nifty50', 'Sensex', 'MarketUpdate', 'GlobalMarkets']",https://x.com/VitalizeOne/status/1991740753073311827,0,1,0,0,0
pisgloball,2025-11-21T05:28:21.000Z,"Only 6 stocks responsible for nearly 60% of Nifty's 1,550-point rise.

#Nifty50 #OptionsTrading #PMModi #optionbuying #G20SouthAfrica","Only 6 stocks responsible for nearly 60% of Nifty's 1,550-point rise. #Nifty50 #OptionsTrading #PMModi #optionbuying #G20SouthAfrica",0.5,0.5,0.0,4,1.5,[],"['Nifty50', 'OptionsTrading', 'PMModi', 'optionbuying', 'G20SouthAfrica']",https://x.com/pisgloball/status/1991740443584049385,1,0,0,0,0
Tanni83,2025-11-21T05:24:57.000Z,"shakeout before pump to 26300  

#Nifty #Nifty50",shakeout before pump to 26300 #Nifty #Nifty50,0.0,0.0,0.0,0,0.0,[],"['Nifty', 'Nifty50']",https://x.com/Tanni83/status/1991739587979608436,1,0,0,0,0
PsychologyTradr,2025-11-21T05:24:48.000Z,"When volatality is high, reduce ur size!! Too much excitment always causes disappointment!! Thank me later!! Good luck!! #Nifty50 #OptionsTrading #Sensex","When volatality is high, reduce ur size!! Too much excitment always causes disappointment!! Thank me later!! Good luck!! #Nifty50 #OptionsTrading #Sensex",0.5,0.0,0.5,2,0.75,[],"['Nifty50', 'OptionsTrading', 'Sensex']",https://x.com/PsychologyTradr/status/1991739551702995254,0,1,0,0,0
avishekBsomani,2025-11-21T05:24:24.000Z,"#Nifty 26400 pe heading towards 363/391
CMP 318

Invalid below 280

#Nifty50 #banknifty #sensex #OptionsTrading #optionbuying #Stock #StockMarket #TradingCommunity #tradingstrategy #TradingTips #StocksToWatch #StocksToBuy #DayTrading #INTRADAY #trading",#Nifty 26400 pe heading towards 363/391 CMP 318 Invalid below 280 #Nifty50 #banknifty #sensex #OptionsTrading #optionbuying #Stock #StockMarket #TradingCommunity #tradingstrategy #TradingTips #StocksToWatch #StocksToBuy #DayTrading #INTRADAY #trading,0.0,0.0,0.0,0,0.0,[],"['Nifty', 'Nifty50', 'banknifty', 'sensex', 'OptionsTrading', 'optionbuying', 'Stock', 'StockMarket', 'TradingCommunity', 'tradingstrategy', 'TradingTips', 'StocksToWatch', 'StocksToBuy', 'DayTrading', 'INTRADAY', 'trading']",https://x.com/avishekBsomani/status/1991739452222501228,1,0,0,0,0
learner_sameer,2025-11-21T05:23:59.000Z,"Nifty 26100 nov call from 98 to 110 
#Nifty50 #niftyoptions #IndianStockMarket",Nifty 26100 nov call from 98 to 110 #Nifty50 #niftyoptions #IndianStockMarket,0.0,0.0,0.0,0,0.0,[],"['Nifty50', 'niftyoptions', 'IndianStockMarket']",https://x.com/learner_sameer/status/1991739347536957904,0,0,0,0,0
Avishkarsargul3,2025-11-21T05:22:19.000Z," Today’s Top Gainer
 #Anupam Rasayan  
shows strong upward momentum and leads the market today!

 DM me for analysis & next move — 9119510004

#TopGainer #Nifty50 #BankNifty #StockMarketIndia #Trading #Investing #NSE #Sensex #IntradayTrading   #MarketNews #Equity",Todays Top Gainer #Anupam Rasayan shows strong upward momentum and leads the market today! DM me for analysis & next move  9119510004 #TopGainer #Nifty50 #BankNifty #StockMarketIndia #Trading #Investing #NSE #Sensex #IntradayTrading #MarketNews #Equity,0.0,0.0,0.0,0,0.0,[],"['Anupam', 'TopGainer', 'Nifty50', 'BankNifty', 'StockMarketIndia', 'Trading', 'Investing', 'NSE', 'Sensex', 'IntradayTrading', 'MarketNews', 'Equity']",https://x.com/Avishkarsargul3/status/1991738927812878383,0,0,0,0,0
Bigbulltalks,2025-11-21T05:22:10.000Z,Market trade all time high and portfolio   on break even #StockMarket #Nifty50 #investing #StockMarketIndia,Market trade all time high and portfolio on break even #StockMarket #Nifty50 #investing #StockMarketIndia,0.0,0.0,0.0,0,0.0,[],"['StockMarket', 'Nifty50', 'investing', 'StockMarketIndia']",https://x.com/Bigbulltalks/status/1991738890286428437,0,0,0,0,0
umakanthonline,2025-11-21T05:21:48.000Z,"I’m not seeing any panic in the Indian markets, especially #Nifty50. These dips are pure buying opportunities.
Today’s fall is just a rollover-driven move....something that happens every Monthly expiry week. Operators dump current month F&O contracts and shift to the next… it’s","Im not seeing any panic in the Indian markets, especially #Nifty50. These dips are pure buying opportunities. Todays fall is just a rollover-driven move....something that happens every Monthly expiry week. Operators dump current month F&O contracts and shift to the next... its",0.64,0.36,0.0,25,1.36,[],['Nifty50'],https://x.com/umakanthonline/status/1991738795717456042,1,1,0,0,0
Avishkarsargul3,2025-11-21T05:21:43.000Z," Today’s Top Gainer
 #Alembic Pharma
shows strong upward momentum and leads the market today!

 DM me for analysis & next move — 9119510004

#TopGainer #Nifty50 #BankNifty #StockMarketIndia #Trading #Investing #NSE #Sensex #IntradayTrading   #MarketNews #Equity",Todays Top Gainer #Alembic Pharma shows strong upward momentum and leads the market today! DM me for analysis & next move  9119510004 #TopGainer #Nifty50 #BankNifty #StockMarketIndia #Trading #Investing #NSE #Sensex #IntradayTrading #MarketNews #Equity,0.0,0.0,0.0,0,0.0,[],"['Alembic', 'TopGainer', 'Nifty50', 'BankNifty', 'StockMarketIndia', 'Trading', 'Investing', 'NSE', 'Sensex', 'IntradayTrading', 'MarketNews', 'Equity']",https://x.com/Avishkarsargul3/status/1991738775064764896,0,0,0,0,0
jeganssn,2025-11-21T05:21:16.000Z,"#Nifty50 
Cooling done 26200 Ce 
@63
 entry 63-65 100%-150% possible. May be today in the second half....PE will start giving 100% if not today then Monday so important to close the CE POSITION",#Nifty50 Cooling done 26200 Ce @63 entry 63-65 100%-150% possible. May be today in the second half....PE will start giving 100% if not today then Monday so important to close the CE POSITION,0.0,0.0,1.0,3,0.5,['63'],['Nifty50'],https://x.com/jeganssn/status/1991738660497289580,0,0,0,0,0
TheGoatInvestng,2025-11-21T05:19:46.000Z,"Which stock in your portfolio is +ve today?

Ours is #FederalBank 

For more such investing ideas subscribe at our website

#Momentum #Nifty50 #StockMarket #investing #StockMarketIndia #Equity #Investment",Which stock in your portfolio is +ve today? Ours is #FederalBank For more such investing ideas subscribe at our website #Momentum #Nifty50 #StockMarket #investing #StockMarketIndia #Equity #Investment,0.5,0.5,0.0,2,1.5,[],"['FederalBank', 'Momentum', 'Nifty50', 'StockMarket', 'investing', 'StockMarketIndia', 'Equity', 'Investment']",https://x.com/TheGoatInvestng/status/1991738285698478351,0,0,0,0,0
AmitSingh149313,2025-11-21T05:19:42.000Z,"buy BRITANNIA 30 Dec 5900 Call  135-130 tgt 175-200 SL BELOW 111
#Nifty50 #StockMarket #investing #sharemarket #tradingbotmevx #TradingView #NiftyMidcap100 #Britannia",buy BRITANNIA 30 Dec 5900 Call 135-130 tgt 175-200 SL BELOW 111 #Nifty50 #StockMarket #investing #sharemarket #tradingbotmevx #TradingView #NiftyMidcap100 #Britannia,0.0,0.0,0.0,0,0.0,[],"['Nifty50', 'StockMarket', 'investing', 'sharemarket', 'tradingbotmevx', 'TradingView', 'NiftyMidcap100', 'Britannia']",https://x.com/AmitSingh149313/status/1991738268820681117,1,0,0,0,0
NiveshMantr,2025-11-21T05:19:22.000Z,"#NIFTY50 

CURRENT LEVEL 26065

125 POINTS DOWN 

BULA RAHI THI MAGAR MAIN GAYA NAHI

KAL BOLA THA LONG CARRY MAT KARNA 
t.me/TheStockMarket
…

I HOPE YOU GUYS TOOK IT SERIOUSLY 

#nifty #StockMarketIndia #sensex",#NIFTY50 CURRENT LEVEL 26065 125 POINTS DOWN BULA RAHI THI MAGAR MAIN GAYA NAHI KAL BOLA THA LONG CARRY MAT KARNA t.me/TheStockMarket ... I HOPE YOU GUYS TOOK IT SERIOUSLY #nifty #StockMarketIndia #sensex,0.0,0.0,0.0,0,0.0,[],"['NIFTY50', 'nifty', 'StockMarketIndia', 'sensex']",https://x.com/NiveshMantr/status/1991738183114190981,1,0,0,0,0
eBharatOfficial,2025-11-21T05:18:37.000Z,"Amundi says foreign investment in Indian equities is set to rebound.

Strong domestic demand + stable macro = India back as top EM pick.

Read full -> 
ebharat.com/amundi-foreign
…

#Sensex  #Nifty50  #FPIs  #MarketOpen 
@BSEIndia
 @NSEIndia",Amundi says foreign investment in Indian equities is set to rebound. Strong domestic demand + stable macro = India back as top EM pick. Read full -> ebharat.com/amundi-foreign ... #Sensex #Nifty50 #FPIs #MarketOpen @BSEIndia @NSEIndia,0.0,0.0,0.0,0,0.0,"['BSEIndia', 'NSEIndia']","['Sensex', 'Nifty50', 'FPIs', 'MarketOpen']",https://x.com/eBharatOfficial/status/1991737994102075782,0,0,0,0,0
Avishkarsargul3,2025-11-21T05:17:25.000Z,"#Banco Products 
 TODAY’S TOP LOSER STOCK!
 Big fall in price — heavy selling pressure seen!
 What’s next? Possible reversal or more downside?
 DM me for full analysis & next move!
 9119510004   
#Nifty50 #BankNifty #StockNews #MarketUpdate #StocksToWatch",#Banco Products TODAYS TOP LOSER STOCK! Big fall in price  heavy selling pressure seen! Whats next? Possible reversal or more downside? DM me for full analysis & next move! 9119510004 #Nifty50 #BankNifty #StockNews #MarketUpdate #StocksToWatch,0.0,0.0,0.0,0,0.0,[],"['Banco', 'Nifty50', 'BankNifty', 'StockNews', 'MarketUpdate', 'StocksToWatch']",https://x.com/Avishkarsargul3/status/1991737691894133186,0,1,0,0,0
Avishkarsargul3,2025-11-21T05:16:46.000Z,"#Jaiprakash Power 
 TODAY’S TOP LOSER STOCK!
 Big fall in price — heavy selling pressure seen!
 What’s next? Possible reversal or more downside?
 DM me for full analysis & next move!
 9119510004   
#Nifty50 #BankNifty #StockNews #MarketUpdate #StocksToWatch",#Jaiprakash Power TODAYS TOP LOSER STOCK! Big fall in price  heavy selling pressure seen! Whats next? Possible reversal or more downside? DM me for full analysis & next move! 9119510004 #Nifty50 #BankNifty #StockNews #MarketUpdate #StocksToWatch,0.0,0.0,0.0,0,0.0,[],"['Jaiprakash', 'Nifty50', 'BankNifty', 'StockNews', 'MarketUpdate', 'StocksToWatch']",https://x.com/Avishkarsargul3/status/1991737531260629136,0,1,0,0,0
BusinessTimesIn,2025-11-21T05:16:28.000Z," Sensex Today | India’s PMI Stays Strong in November

 Services PMI: 59.5
 Manufacturing PMI: 57.4

Both readings signal solid expansion, with services continuing to lead.
#Sensex #Nifty50 #IndiaEconomy #BTMarkets","Sensex Today | Indias PMI Stays Strong in November Services PMI: 59.5 Manufacturing PMI: 57.4 Both readings signal solid expansion, with services continuing to lead. #Sensex #Nifty50 #IndiaEconomy #BTMarkets",0.0,0.0,1.0,1,0.5,[],"['Sensex', 'Nifty50', 'IndiaEconomy', 'BTMarkets']",https://x.com/BusinessTimesIn/status/1991737455515730060,0,0,0,0,0
BusinessTimesIn,2025-11-21T05:15:37.000Z," Sensex Today | 1.49M ICICI Lombard Shares Trade in Block Deal  

$ICICIGI down 1.03% at ₹2,016.65 after 1.49M-share block deal (Bloomberg) 
  
 Intraday range: ₹2,002 - ₹2,054  
 Volume 35,499% vs 5-day avg  
#Sensex #Nifty50 #Insurance #BTMarkets","Sensex Today | 1.49M ICICI Lombard Shares Trade in Block Deal $ICICIGI down 1.03% at 2,016.65 after 1.49M-share block deal (Bloomberg) Intraday range: 2,002 - 2,054 Volume 35,499% vs 5-day avg #Sensex #Nifty50 #Insurance #BTMarkets",0.0,0.0,1.0,1,0.5,[],"['Sensex', 'Nifty50', 'Insurance', 'BTMarkets']",https://x.com/BusinessTimesIn/status/1991737239928467689,0,0,0,0,0
nextipoindia,2025-11-21T05:15:01.000Z,"IPO Grey Market Premiums on 21 November 2025 
nextipoindia.com/ipo-grey-marke
… 
#IndianStockMarket #Nifty50 #Sensex #BSE #NSE #InvestIndia #ShareMarket #EquityMarket #News",IPO Grey Market Premiums on 21 November 2025 nextipoindia.com/ipo-grey-marke ... #IndianStockMarket #Nifty50 #Sensex #BSE #NSE #InvestIndia #ShareMarket #EquityMarket #News,0.0,0.0,0.0,0,0.0,[],"['IndianStockMarket', 'Nifty50', 'Sensex', 'BSE', 'NSE', 'InvestIndia', 'ShareMarket', 'EquityMarket', 'News']",https://x.com/nextipoindia/status/1991737088035754465,0,0,0,0,0
PsychologyTradr,2025-11-21T05:14:59.000Z,To all the traders.. Howz the josh? #Nifty50 #Sensex #OptionsTrading,To all the traders.. Howz the josh? #Nifty50 #Sensex #OptionsTrading,0.5,0.0,0.5,2,0.75,[],"['Nifty50', 'Sensex', 'OptionsTrading']",https://x.com/PsychologyTradr/status/1991737081014743482,0,0,0,0,0
Naresh9001,2025-11-21T05:14:14.000Z,"Kotak Bank by 2098 to 2175
@kotakmahindra
#kotakmahindra
@nifty50
#nifty50",Kotak Bank by 2098 to 2175 @kotakmahindra #kotakmahindra @nifty50 #nifty50,0.0,0.0,0.0,0,0.0,"['kotakmahindra', 'nifty50']","['kotakmahindra', 'nifty50']",https://x.com/Naresh9001/status/1991736891398668514,0,0,0,0,0
kapildsrawat28,2025-11-21T05:13:23.000Z,"Trade idea  
25 nov 25 26200 ce 
25 nov 25 26250 ce
#nifty50
#optionbuying 
#optionbuying",Trade idea 25 nov 25 26200 ce 25 nov 25 26250 ce #nifty50 #optionbuying #optionbuying,0.0,0.0,0.0,0,0.0,[],"['nifty50', 'optionbuying', 'optionbuying']",https://x.com/kapildsrawat28/status/1991736680429285637,1,0,0,0,0
Crofanlive,2025-11-21T05:11:26.000Z,"Ok down 6.7%…
Big towers are collapsing it seems.

#jppower #Nifty50 #StockMarketIndia",Ok down 6.7%... Big towers are collapsing it seems. #jppower #Nifty50 #StockMarketIndia,0.0,0.0,0.0,0,0.0,[],"['jppower', 'Nifty50', 'StockMarketIndia']",https://x.com/Crofanlive/status/1991736188684886425,0,0,0,0,0
stockhawked,2025-11-21T05:10:01.000Z," Live Market Update at 10:40 IST

 Nifty: 26,074.95 ▼ -0.45%
 Sensex: 85,248.57 ▼ -0.44%

 Top Gainer: Billionbrains Garage ▲ 4.53%
 Top Loser: GE T&D India  ▼ -4.14%

#Nifty50 #Sensex #MarketWatch","Live Market Update at 10:40 IST Nifty: 26,074.95  -0.45% Sensex: 85,248.57  -0.44% Top Gainer: Billionbrains Garage  4.53% Top Loser: GE T&D India  -4.14% #Nifty50 #Sensex #MarketWatch",1.0,0.0,0.0,1,1.0,[],"['Nifty50', 'Sensex', 'MarketWatch']",https://x.com/stockhawked/status/1991735831313121638,0,0,0,0,0
Praveen5555500,2025-11-21T05:09:54.000Z,"A little risky attempt to go against it. 
Manage risk. 
#Nifty  #Nifty50 #StockMarket",A little risky attempt to go against it. Manage risk. #Nifty #Nifty50 #StockMarket,0.0,0.0,1.0,1,0.5,[],"['Nifty', 'Nifty50', 'StockMarket']",https://x.com/Praveen5555500/status/1991735803815555245,0,0,0,0,0
Abhishe79459720,2025-11-21T05:09:16.000Z,Jsw energy 500 penfirst tgt hit second 35 dar lage to yaha mat lena 7 ka maal 22 35 bhee ja skta hai  #Jswenergy #Nifty50 #StockMarket,Jsw energy 500 penfirst tgt hit second 35 dar lage to yaha mat lena 7 ka maal 22 35 bhee ja skta hai #Jswenergy #Nifty50 #StockMarket,1.0,0.0,0.0,1,1.0,[],"['Jswenergy', 'Nifty50', 'StockMarket']",https://x.com/Abhishe79459720/status/1991735644377550948,0,0,0,0,0
Rahul128655,2025-11-21T05:09:07.000Z,"#Nifty Time to Buy
@26070
Add #Nifty50
@26000
SL
@25900
Target 26200-26300-26400

3-4 Days",#Nifty Time to Buy @26070 Add #Nifty50 @26000 SL @25900 Target 26200-26300-26400 3-4 Days,1.0,0.0,0.0,1,1.0,"['26070', '26000', '25900']","['Nifty', 'Nifty50']",https://x.com/Rahul128655/status/1991735606385471843,1,0,0,0,0
TannuNirbhay,2025-11-21T05:08:01.000Z,#Nifty #Nifty50 #Charts #chart_sab_kuch_bolta_hai,#Nifty #Nifty50 #Charts #chart_sab_kuch_bolta_hai,0.0,1.0,0.0,1,2.0,[],"['Nifty', 'Nifty50', 'Charts', 'chart_sab_kuch_bolta_hai']",https://x.com/TannuNirbhay/status/1991735327451672956,0,0,0,0,0
Goldkk4,2025-11-21T05:07:53.000Z,"#HEROZERO

Buy #Nifty 26050 CE 135
SL 70
TGT OPEN 
Work with small lot

WhatsApp for paid
9173426857

#Nifty50 #StockMarket #Options
 #Niftybank #Sensex #expiry
#Trading #OptionsTrading 
#optionbuying #Optionselling 
#Stockmarkets #banknifty
#Sharemarket",#HEROZERO Buy #Nifty 26050 CE 135 SL 70 TGT OPEN Work with small lot WhatsApp for paid 9173426857 #Nifty50 #StockMarket #Options #Niftybank #Sensex #expiry #Trading #OptionsTrading #optionbuying #Optionselling #Stockmarkets #banknifty #Sharemarket,0.0,1.0,0.0,1,2.0,[],"['HEROZERO', 'Nifty', 'Nifty50', 'StockMarket', 'Options', 'Niftybank', 'Sensex', 'expiry', 'Trading', 'OptionsTrading', 'optionbuying', 'Optionselling', 'Stockmarkets', 'banknifty', 'Sharemarket']",https://x.com/Goldkk4/status/1991735293708496968,1,1,0,0,0
Rahul128655,2025-11-21T05:07:00.000Z,"#Nifty Time to Buy 
@26070
 Add #Nifty50  
@26000
SL 
@25900
 
Target 26200-26300-26400",#Nifty Time to Buy @26070 Add #Nifty50 @26000 SL @25900 Target 26200-26300-26400,0.0,0.0,0.0,0,0.0,"['26070', '26000', '25900']","['Nifty', 'Nifty50']",https://x.com/Rahul128655/status/1991735074002452864,1,0,0,0,0
FinWithSahib,2025-11-21T05:06:28.000Z,"Dalal Street carnage today: 
Nifty –120 , Sensex –390 , Bank Nifty –450 doing a full WWE dive.

 Only Nifty Auto strolls in with +40  like:
‘Engine garam, market thanda.’ 

Bears on tequila shots ; bulls writing apology letters . 

#StockMarket #Nifty50","Dalal Street carnage today: Nifty 120 , Sensex 390 , Bank Nifty 450 doing a full WWE dive. Only Nifty Auto strolls in with +40 like: Engine garam, market thanda. Bears on tequila shots ; bulls writing apology letters . #StockMarket #Nifty50",0.0,0.0,0.0,0,0.0,[],"['StockMarket', 'Nifty50']",https://x.com/FinWithSahib/status/1991734938027327624,0,0,1,1,0
BusinessTimesIn,2025-11-21T05:05:06.000Z," Sensex Today | Capillary Tech Jumps After Weak Listing

$CAPILLARY up 7% to ₹601.35 after opening 3% below IPO price, with strong post-listing buying interest 

 Also up 4.2% on NSE in early trade
#Sensex #Nifty50 #IPO #BTMarkets","Sensex Today | Capillary Tech Jumps After Weak Listing $CAPILLARY up 7% to 601.35 after opening 3% below IPO price, with strong post-listing buying interest Also up 4.2% on NSE in early trade #Sensex #Nifty50 #IPO #BTMarkets",0.0,0.0,1.0,1,0.5,[],"['Sensex', 'Nifty50', 'IPO', 'BTMarkets']",https://x.com/BusinessTimesIn/status/1991734592848757213,1,0,0,0,0
GKneoWave,2025-11-21T05:04:36.000Z,#NIFTY50 at perfect location at present...!,#NIFTY50 at perfect location at present...!,0.0,0.0,1.0,1,0.5,[],['NIFTY50'],https://x.com/GKneoWave/status/1991734468449898509,0,0,0,0,0
